Product,Unit_Price,Quantity,Total_Amount,Date
جيلي بيكيني بتر 50 جرام,57.5,2,115,20250615
سمايل هيفين صابونة مارشميلو تفتيح و تعطير بكيني 125 جرام,85,2,170,20250615
بيور سبورت مزيل عرق ستيك 85 جرام,145,1,145,20250615
ام ان قلم كحل + براية,39,2,78,20250615
فريش توك معطر فم 20 مل,62.5,12,750,20250615
ام ان مسكرة حواجب,40,4,160,20250615
فرشاة ماسك,13,2,26,20250615
فور ايفر مبرد قدم,22,1,22,20250615
مولبد حفاضات نسائية عرض 2 عبوة 28 ق,90,1,90,20250615
فرشاة تدليك سيليكون,25,1,25,20250615
فوت اند فوت كريم تفتيح للقدم 200 مل,30,2,60,20250615
فوت اند فوت لوشن مساج للقدم 200 مل,30,2,60,20250615
فوت اند فوت غسول و مقشر للقدم 200 مل,30,2,60,20250615
هيربس انديا زيت شعر 180 مل,62,5,310,20250615
صفا كون حنة اظافر حمراء سعودية 6 جرام,35,2,70,20250615
اليس شفرات وجه 3 ق علبة بيينك,45,2,90,20250615
نت شيل بدي جل اويل بجوز الهند 250 مل,230,1,230,20250615
نت شيل بدي جل اويل بالارجان 250 مل,240,1,240,20250615
ديسار ماسك تفتيح محيط العين 60 ق,130,1,130,20250615
ديسار رول اون 50 مل,97,1,97,20250615
املا سيرم زيت الحية 50 مل,140,1,140,20250615
زيت السعد 60 مل,55,4,220,20250615
شيجلام قلم كحل ووتر بروف,40,6,240,20250615
فير اند لفلي كريم 40 جرام,29.47,3,88.41,20250615
قلم حواجب روز بيري,25,3,75,20250615
بيور وايت كريم تفتيح 40 جرام,110,2,220,20250615
فلامنجو شفرات 3 قطع اوريجنال,145,2,290,20250615
افوفا شفرات للبشرة الحساسة (كيس بينك) 5*1,26,2,52,20250615
روز بيري كحل الوان ووتر بروف,40,3,120,20250615
vinci سيرم تفتيح للبشرة 30 مل,225,2,450,20250615
تريزمي  شامبو + بلسم 400 مل,270.82,1,270.82,20250615
كريم 21 مرطب 50 مل الماني,57.5,3,172.5,20250615
لونا ليب ثيرابي 10جرام,28,12,336,20250614
ايفا كريم تفتيح مناطق حساسة 50 جرام,62,3,186,20250614
لونا ليب ثيرابي بزبدة الشيا,45,3,135,20250614
ايفا بودرة قدم 50 جرام,30,2,60,20250614
ايفا صابونة جلسرين باللوفة 120 جرام,38,2,76,20250614
ستارفيل مزيل عرق ستيك 60 جرام,245,2,490,20250614
ايفا صابونة جلسرين  120 جرام,35,2,70,20250614
ايفا كريم تفتيح تحت العين 15 مل,42,2,84,20250614
ايفا شيت ماسك 3*1,73.33,5,366.65,20250614
ستارفيل رول اون تأخير نمو الشعر,112,1,112,20250614
بوباي صن سكرين 60 جرام,180,2,360,20250614
ايفا كيراتين بلسم ضد القشرة  230 جرام,115,2,230,20250614
ايفا كيراتين بديل الزيت 190 مل,80,2,160,20250614
الو ايفا شامبو جولد ارجان,107,2,214,20250614
قرص شيت ماسك مضغوط,2,2,4,20250614
فرشاة غسول 2*1,40,1,40,20250614
ايفا كريم مرطب يدين 60 مل,65,1,65,20250614
شيجلام صابونة حواجب,40,1,40,20250614
املا ياسمين زيت شعر 180 مل,70,2,140,20250614
روز بيري قلم حواجب دبل ثابت,75,6,450,20250614
بريتي وومن مناديل ازالة مكياج,5,4,20,20250614
ام ان قلم حواجب  مشط,10,6,60,20250614
خاتم وعد,25,1,25,20250614
خاتم فري سايز,50,1,50,20250614
سلسلة mka,35,1,35,20250614
سلسلة استانلس,110,1,110,20250614
اوليف فرد شعر ORS,146,2,292,20250614
الو ايفا بلسم ارجان 230 مل,61,3,183,20250614
الو ايفا بلسم ارجان 230 مل,75,1,75,20250614
ايفا غسول مقشر للوجه 150 مل,70,1,70,20250614
ستارفيل رول اون,94.5,1,94.5,20250614
جلوري حنة أكياس,32,6,192,20250614
ام ان كحل ماتك,42.5,6,255,20250614
كير اند مور مرطب 75 مل,30,3,90,20250614
ايفا كيراتين بلسم 230 مل,90,2,180,20250614
بيو سوفت حمام كريم,65,4,260,20250614
ستارفيل سيرم هيالورنيك اسيد 30 مل,175,1,175,20250614
ايلاينر ام ان ديناميك 4134,47,8,376,20250614
ربيع الحرمين مكعبات مسك,10,1,10,20250614
سكراب كاندي مارشميلو,60,1,60,20250614
باليت صبغة شعر,78,3,234,20250614
بوبانا مزيل عرق رول اون 50 مل,65,1,65,20250614
بوبانا كريم اليدين مرطب 50 مل,60,1,60,20250614
ايفا شامبو كيراتين انبوبة 230 مل,87.5,2,175,20250614
بوبانا ملح حليب كيس,45,1,45,20250614
الو ايفا زيت  170 مل,68,1,68,20250614
ايفا غسول اشراقة طبيعية انبوبة 100 مل,60,1,60,20250614
ارجان زيت ORS,60,1,60,20250614
بدي ليشيوس رول اون,60,1,60,20250614
بدي ليشيوس رول اون,60,1,60,20250614
بوبانا ملح حليب كيس,45,1,45,20250613
بوبانا مرطب زبدة شفايف,60,1,60,20250613
بوبانا سكراب 300 جرام,68,1,68,20250613
سلطانة بدي سبلاش 200 مل,85,1,85,20250613
ايلاينر ام ان ديناميك 4134,65,1,65,20250613
روج خشب ارت سكين 971078,35,1,35,20250613
سكراب بكيني بتر,100,1,100,20250613
فلومار اكلادور 16 مل,20,1,20,20250613
مايت سينيما بلاشر  1123,50,1,50,20250613
مزيل طلاء اظافر,15,1,15,20250613
انفنيتي رول اون 80 مل,179,1,179,20250613
ريفولي شاور جل 3 لتر,200,1,200,20250613
ستاركي سكراب 300 مل,30,1,30,20250613
مشط حراري,15,1,15,20250613
كوين شفرات,35,1,35,20250613
لانكوم برفان 30 مل,50,1,50,20250613
ماي واي مزيل عرق كريم سبرنج 40 مل,30,1,30,20250613
ماي واي مزيل عرق كريم سبرنج 40 مل,30,1,30,20250613
فاين فلافي مناديل,21.75,3,65.25,20250613
فاين فلافي مناديل,25,3,75,20250613
خاتم اكسسوار,30,1,30,20250613
دبابيس,10,1,10,20250613
دبابيس,10,1,10,20250613
وايت مناديل سحب,25,1,25,20250613
سلاكة اذن خشب حجم متوسط,9.5,1,9.5,20250613
سلاكة اذن خشب حجم متوسط,15,1,15,20250613
ايفا كريم شعر بالعسل 85 جرام,50,1,50,20250613
كيكو دبل روج,90,1,90,20250613
طقم باديكير,30,1,30,20250613
لونا مرطب للبشرة 160 جرام,50,2,100,20250613
مرطب لونا للبشرة 50 جرام,1,1,1,20250613
شيجلام صابونة حواجب,27.5,4,110,20250613
اصداف اسبراي 200 مل,78,1,78,20250613
ارت اسبراي اماراتي 200 مل,75,1,75,20250613
ليه كاريتييه سيرم شعر 60 مل,110,2,220,20250613
بيو سوفت سكراب,55,2,110,20250613
ترينا شفرات تركي اوريجنال 2*1,135,2,270,20250613
شيلز اسبراي تركي  175 مل,54,1,54,20250613
ستاركي كريم مرطب 150 مل,23,2,46,20250613
اليس فرشاة شعر كيرلي,145,1,145,20250613
اماندا مرطب شفاه,22.5,3,67.5,20250613
ايفا كريم مرطب يدين 60 مل,53.59,4,214.36,20250613
الو ايفا حنة,17,6,102,20250613
بدي بتر ستروبيري,110,1,110,20250613
برفان سمارت 15 مل,45,1,45,20250613
كال برفان جيب 20 مل,21.5,5,107.5,20250613
ديفول هير ستايلينج كريم اطفال 200 جرام,89,1,89,20250613
زاك رول اون 50 مل,48,3,144,20250613
اسبراي ايمبر 200 مل,85,3,255,20250613
ايفا كريم تشققات الكعبين 60 مل,54,1,54,20250613
تترا هيدرو غسول كريمي للبشرة 200 مل,95,2,190,20250613
دكتور راشيل غسول فوم فرشة 125 مل,160,2,320,20250613
كريم ديسار تفتيح للعين 25 جرام,52.5,3,157.5,20250613
لوشن واتسونز سو سيكسي 250 مل,55,1,55,20250613
كليو جلو غسول فيتامين سي 150 مل,95,1,95,20250613
كليو كليرغسول للبشرة المختلطة و الدهنية 150 مل,95,1,95,20250613
تيلوفيل ماء ميسيلار 250 مل,80,1,80,20250613
سكين سايد سيرم للبشرة  25 مل بالهيالورنيك و فيتامين B,190,1,190,20250613
سكين سايد سيرم لتفتيح محيط العين 20 مل,185,1,185,20250613
سكين سايد صن سكرين 50 مل,165,1,165,20250613
لوشن تيسوري 250 مل,55,1,55,20250613
بالمرز كريم 150 جرام,118,3,354,20250613
خمرة برفان 50 مل,50,1,50,20250613
انفينتي كريم بشرة كولاجين 50 جرام,220,1,220,20250613
انفينتي جل مرطب و مهدئ للبشرة 120 جرام,115,1,115,20250613
انفينتي كريم مرطب 120 مل,95,1,95,20250613
فاتيكا مايونيز للشعر 500 مل,124,2,248,20250613
فاتيكا مقشر للوجه 150 مل + 35 مل زيادة,61,1,61,20250613
ساندرا ليب جلوس شفاف,34.5,24,828,20250613
ليه كاريتييه حمام كريم 475 مل,120,2,240,20250613
مايت سينما ليب جلوس,25.83,12,309.96,20250613
مايت سينما ليب جلوس,35,1,35,20250613
اماندا مرطب شفاه,22.5,3,67.5,20250613
اماندا مرطب شفاه,30,1,30,20250613
ايفا لوشن بيبي 200 مل,105,2,210,20250613
هيربال سنسيشن شامبو 600 مل,45,1,45,20250613
فرشاة غسول 2*1,27.5,2,55,20250613
نيو فاشون سكراب 300 جرام,22.5,3,67.5,20250613
قرص شيت ماسك مضغوط,2,20,40,20250613
بلانكي صن سكرين مرطب 120 مل,97.5,1,97.5,20250613
بلانكي كريم شعر اطفال 120 مل,77.5,1,77.5,20250613
بلانكي كريم لمنطقة الحفاض 75 مل,60,1,60,20250613
دوش شاور جل 1 لتر,57.5,2,115,20250613
باشن بيبي زيت مساج 100 مل,47.5,2,95,20250613
كوكو شمع خرز 500 جرام,100,1,100,20250613
كوكو واكس,38.5,2,77,20250613
اسبراي فانيليا 150 مل,80,1,80,20250613
ايفا شاور جل لتر,80,3,240,20250613
اليس شفرات AS-300,65,1,65,20250613
اليس شفرات  5*1 (3 شفرة),45,2,90,20250613
لونا شاور جل 500 مل,40,2,80,20250613
اليس شفرات 5 موس AS-24,75,1,75,20250613
اليس شفرات 5 موس AS-23,75,1,75,20250613
هاندي مناديل جيب 120 منديل,6,6,36,20250613
هاندي مناديل جيب 120 منديل,10,1,10,20250613
ريفولي شاور جل 1 لتر,83,2,166,20250613
مسواك معجون اسنان كبير+ فرشة اسنان,35,2,70,20250613
فاتيكا حمام كريم كيس 35 جم,7.5,7,52.5,20250613
ماي واي سبراي 125 مل,65,1,65,20250613
فيانسيه شامبو 7*1 7 مل,0.85,7,5.95,20250613
ايفا سموكرز بودرة اسنان,33,2,66,20250613
بدي سبلاش ميني 40 مل,30,1,30,20250613
مينك حمام كريم+شامبو كيس 20 مل,1,3,3,20250613
روز بيري ليكويد بلاشر,55,2,110,20250613
روز بيري لوس باودر 0970,120,2,240,20250613
اليس شفرات 4*1 AS-08,66,1,66,20250613
خمرة سبلاش 250 مل,110,1,110,20250613
كولاجرا صن سكرين 50 مل,90,2,180,20250612
جل دكتور راشيل 24k,145,1,145,20250612
طقم باديكير 3*1,30,2,60,20250612
فوكس كيدز معجون اسنان  25 مل,22,2,44,20250612
ارجنتو غسول عرض 2*1,165,1,165,20250612
مايت سينما بودرة  3*1,100,3,300,20250612
ديرماتيك غسول فيتامين سي 150 مل,100,2,200,20250612
تيلوفيل لوشن 250 مل,117.5,1,117.5,20250612
تيلوفيل غسول 200 مل,115,1,115,20250612
ديرماتيك ماء ميسيلار للبشرة الحساسة 4*1 150مل,95,1,95,20250612
دكتور راشيل سيرم برايمر 100 مل,165,3,495,20250612
زاك اسبراي 175 مل,185,5,925,20250612
هير روتس سيرم 50 مل,270,1,270,20250612
هير روتس كريم شعر 100 مل,235,2,470,20250612
هير روتس لوشن شعر 75 مل,285,1,285,20250612
ايفا كريم مصحح للتجاعيد بالكولاجين والذهب 50 مل,220,2,440,20250612
مس دور كريم مرطب,31,4,124,20250612
ديرماتيك تونر 150 مل,97.5,1,97.5,20250612
دكتور راشيل سيرم فيتامين سي 50 مل,110,1,110,20250612
ارجنتو صن سكرين لوشن 50 مل,80,1,80,20250612
ارجنتو عرض صن سكرين لوشن 60 مل 1+1,190,1,190,20250612
ايفا  كريم عناية تصحيحية للبشرة المعرضة للحبوب,110,1,110,20250612
لونا تان جل 130 جرام,225,1,225,20250612
هير روتس هير ماسك 150 مل,235,3,705,20250612
هير روتس شامبو 200 مل,220,4,880,20250612
دكتور راشيل كريم 50 جرام فيتامين A,135,1,135,20250612
دكتور راشيل سكراب 250 جرام فيتامين C,185,1,185,20250612
تيلوفيل شاور جل 500 مل,85,2,170,20250612
تيلوفيل بدي ميلك 300 مل,105,1,105,20250612
نابلسي شاهين صابونة 85 جرام,4.75,4,19,20250612
بندولين كريم اطفال للشعر الكيرلي 150 مل,96,2,192,20250612
مخمرية بكيني بتر ميني,30,1,30,20250612
سباركل شامبو 600 مل,85,1,85,20250612
بريتي وومن مصحح  3 لون,65,1,65,20250612
سلاكة اذن خشب حجم كبير,20,1,20,20250612
شان جل مرطب 60 جرام,100,1,100,20250612
كوكو اسبراي 120 مل,80.5,4,322,20250612
كابكسي هير ماسك 250 مل,255,1,255,20250612
ام ان قلم حواجب  مشط,10,6,60,20250612
اليس فرشاة خشب + فرشاة بيبي هير,140,1,140,20250612
سوبر كيدز رول اون مزيل عرق,58,3,174,20250612
بلوب بودرة تشقير شعر 40 جرام + 100 مل,26.5,3,79.5,20250612
اليس فرشاة خشب + مشط خشب,130,1,130,20250612
اليس فرشاة بيبي هير,60,1,60,20250612
فرشاة شعر ار جي 190,80,1,80,20250612
فرشاة شعر ار جي 193 مستورد,55,1,55,20250612
كابكسي امبولات لعلاج التساقط 70 مل,645,1,645,20250612
كابكسي شامبو 250 مل,187.5,1,187.5,20250612
كابكسي بلسم 250 مل,187.5,1,187.5,20250612
كابكسي كريم عناية بالشعر 120 مل,190,1,190,20250612
كابكسي تونك اسبراي 250 مل,265,1,265,20250612
فرشاة شعر ار جي 189 مستورد,55,1,55,20250612
كابكسي تونيك اسبراي 125مل,450,1,450,20250612
براية كحل,7.5,6,45,20250612
كولاجرا رول اون رجالي 60 مل,70,2,140,20250612
كابكسي سيرم شعر 120 مل,330,1,330,20250612
كابكسي سيرم رموش 10 مل,305,1,305,20250612
عدسات فريش ليدي,60,19,1140,20250612
دبابيس,10,1,10,20250612
خاتم اكسسوار,30,1,30,20250612
سلسلة mka,35,1,35,20250612
جومانا حنة اظافر,15,1,15,20250612
مايت سينما بلاشر بودر,55,1,55,20250612
كليوباترا شامبو 500 مل,60,1,60,20250612
كليوباترا بلسم 500 مل,60,1,60,20250612
شنطة مكياج,15,2,30,20250612
كليوباترا حمام كريم 700 مل,65,1,65,20250612
فريدا شاور جل 1200 مل,135,1,135,20250612
شاور جل لوزان 2.25 لتر,65,1,65,20250612
دودج ليف ان كريم 250 مل,45,1,45,20250612
ايشادو مايبلين,95,1,95,20250612
كريم اساس مونايا انبوبه,50,1,50,20250612
ايلاينر ام ان ديناميك 4134,65,1,65,20250612
